Notes,State,Race,Yearly July 1st Estimates,Yearly July 1st Estimates Code,Population
,Florida,Black or African American,2017,2017,3674436
,Florida,Black or African American,2018,2018,3736443
Total,Florida,Black or African American,,,80472774
,Florida,White,1990,1990,11042189
,Florida,White,1991,1991,11293007
,Florida,White,1992,1992,11487566
,Florida,White,1993,1993,11681123
,Florida,White,1994,1994,11903819
,Florida,White,1995,1995,12115958
,Florida,White,1996,1996,12343633
,Florida,White,1997,1997,12579180
,Florida,White,1998,1998,12792124
,Florida,White,1999,1999,12978723
,Florida,White,2000,2000,13181468
,Florida,White,2001,2001,13392855
,Florida,White,2002,2002,13623576
,Florida,White,2003,2003,13838602
,Florida,White,2004,2004,14131892
,Florida,White,2005,2005,14428647
,Florida,White,2006,2006,14634243
,Florida,White,2007,2007,14750985
,Florida,White,2008,2008,14832937
,Florida,White,2009,2009,14894191
,Florida,White,2010,2010,15014840
,Florida,White,2011,2011,15165775
,Florida,White,2012,2012,15311861
,Florida,White,2013,2013,15469854
,Florida,White,2014,2014,15678062
,Florida,White,2015,2015,15944691
,Florida,White,2016,2016,16242093
,Florida,White,2017,2017,16489706
,Florida,White,2018,2018,16721748
Total,Florida,White,,,403965348
Total,Florida,,,,498933110
,Georgia,American Indian or Alaska Native,1990,1990,12817
,Georgia,American Indian or Alaska Native,1991,1991,13123
,Georgia,American Indian or Alaska Native,1992,1992,13925
,Georgia,American Indian or Alaska Native,1993,1993,14753
,Georgia,American Indian or Alaska Native,1994,1994,15472
,Georgia,American Indian or Alaska Native,1995,1995,16413
,Georgia,American Indian or Alaska Native,1996,1996,17680
,Georgia,American Indian or Alaska Native,1997,1997,18588
,Georgia,American Indian or Alaska Native,1998,1998,20053
,Georgia,American Indian or Alaska Native,1999,1999,21483
,Georgia,American Indian or Alaska Native,2000,2000,26542
,Georgia,American Indian or Alaska Native,2001,2001,29086
,Georgia,American Indian or Alaska Native,2002,2002,31629
,Georgia,American Indian or Alaska Native,2003,2003,33967
,Georgia,American Indian or Alaska Native,2004,2004,36528
,Georgia,American Indian or Alaska Native,2005,2005,39047
,Georgia,American Indian or Alaska Native,2006,2006,42276
,Georgia,American Indian or Alaska Native,2007,2007,45109
,Georgia,American Indian or Alaska Native,2008,2008,48540
,Georgia,American Indian or Alaska Native,2009,2009,51638
,Georgia,American Indian or Alaska Native,2010,2010,53966
,Georgia,American Indian or Alaska Native,2011,2011,54350
,Georgia,American Indian or Alaska Native,2012,2012,55215
,Georgia,American Indian or Alaska Native,2013,2013,55676
,Georgia,American Indian or Alaska Native,2014,2014,56338
,Georgia,American Indian or Alaska Native,2015,2015,57214
,Georgia,American Indian or Alaska Native,2016,2016,58869
,Georgia,American Indian or Alaska Native,2017,2017,59973
,Georgia,American Indian or Alaska Native,2018,2018,61333
Total,Georgia,American Indian or Alaska Native,,,1061603
,Georgia,Asian or Pacific Islander,1990,1990,77339
,Georgia,Asian or Pacific Islander,1991,1991,84460
,Georgia,Asian or Pacific Islander,1992,1992,93374
,Georgia,Asian or Pacific Islander,1993,1993,103011
,Georgia,Asian or Pacific Islander,1994,1994,114261
,Georgia,Asian or Pacific Islander,1995,1995,126097
,Georgia,Asian or Pacific Islander,1996,1996,137434
,Georgia,Asian or Pacific Islander,1997,1997,149740
,Georgia,Asian or Pacific Islander,1998,1998,162853
,Georgia,Asian or Pacific Islander,1999,1999,177250
,Georgia,Asian or Pacific Islander,2000,2000,195893
,Georgia,Asian or Pacific Islander,2001,2001,211322
,Georgia,Asian or Pacific Islander,2002,2002,226700
,Georgia,Asian or Pacific Islander,2003,2003,240749
,Georgia,Asian or Pacific Islander,2004,2004,256011
,Georgia,Asian or Pacific Islander,2005,2005,273073
,Georgia,Asian or Pacific Islander,2006,2006,293130
,Georgia,Asian or Pacific Islander,2007,2007,310982
,Georgia,Asian or Pacific Islander,2008,2008,327759
,Georgia,Asian or Pacific Islander,2009,2009,342019
,Georgia,Asian or Pacific Islander,2010,2010,355994
,Georgia,Asian or Pacific Islander,2011,2011,368984
,Georgia,Asian or Pacific Islander,2012,2012,385866
,Georgia,Asian or Pacific Islander,2013,2013,402090
,Georgia,Asian or Pacific Islander,2014,2014,417106
,Georgia,Asian or Pacific Islander,2015,2015,435072
,Georgia,Asian or Pacific Islander,2016,2016,457272
,Georgia,Asian or Pacific Islander,2017,2017,474761
,Georgia,Asian or Pacific Islander,2018,2018,491893
Total,Georgia,Asian or Pacific Islander,,,7692495
,Georgia,Black or African American,1990,1990,1763068
,Georgia,Black or African American,1991,1991,1815668
,Georgia,Black or African American,1992,1992,1874193
,Georgia,Black or African American,1993,1993,1936471
,Georgia,Black or African American,1994,1994,2004326
,Georgia,Black or African American,1995,1995,2066958
,Georgia,Black or African American,1996,1996,2132804
,Georgia,Black or African American,1997,1997,2202649
,Georgia,Black or African American,1998,1998,2271997
,Georgia,Black or African American,1999,1999,2343624
,Georgia,Black or African American,2000,2000,2410079
,Georgia,Black or African American,2001,2001,2468186
,Georgia,Black or African American,2002,2002,2522522
,Georgia,Black or African American,2003,2003,2571491
,Georgia,Black or African American,2004,2004,2635336
,Georgia,Black or African American,2005,2005,2702396
,Georgia,Black or African American,2006,2006,2805927
,Georgia,Black or African American,2007,2007,2891925
,Georgia,Black or African American,2008,2008,2962628
,Georgia,Black or African American,2009,2009,3023009
,Georgia,Black or African American,2010,2010,3070807
,Georgia,Black or African American,2011,2011,3122777
,Georgia,Black or African American,2012,2012,3170377
,Georgia,Black or African American,2013,2013,3212389
,Georgia,Black or African American,2014,2014,3265278
,Georgia,Black or African American,2015,2015,3323014
,Georgia,Black or African American,2016,2016,3383693
,Georgia,Black or African American,2017,2017,3442098
,Georgia,Black or African American,2018,2018,3499496
Total,Georgia,Black or African American,,,76895186
,Georgia,White,1990,1990,4659378
,Georgia,White,1991,1991,4739754
,Georgia,White,1992,1992,4835711
,Georgia,White,1993,1993,4924005
,Georgia,White,1994,1994,5023106
,Georgia,White,1995,1995,5118945
,Georgia,White,1996,1996,5213151
,Georgia,White,1997,1997,5314122
,Georgia,White,1998,1998,5408633
,Georgia,White,1999,1999,5503608
,Georgia,White,2000,2000,5594789
,Georgia,White,2001,2001,5668444
,Georgia,White,2002,2002,5727405
,Georgia,White,2003,2003,5776586
,Georgia,White,2004,2004,5841377
,Georgia,White,2005,2005,5911406
,Georgia,White,2006,2006,6014480
,Georgia,White,2007,2007,6101972
,Georgia,White,2008,2008,6165916
,Georgia,White,2009,2009,6204180
,Georgia,White,2010,2010,6231043
,Georgia,White,2011,2011,6255467
,Georgia,White,2012,2012,6290038
,Georgia,White,2013,2013,6303171
,Georgia,White,2014,2014,6330279
,Georgia,White,2015,2015,6365811
,Georgia,White,2016,2016,6404929
,Georgia,White,2017,2017,6436223
,Georgia,White,2018,2018,6466753
Total,Georgia,White,,,166830682
Total,Georgia,,,,252479966
,Hawaii,American Indian or Alaska Native,1990,1990,5407
,Hawaii,American Indian or Alaska Native,1991,1991,5368
,Hawaii,American Indian or Alaska Native,1992,1992,5379
,Hawaii,American Indian or Alaska Native,1993,1993,5346
,Hawaii,American Indian or Alaska Native,1994,1994,5227
,Hawaii,American Indian or Alaska Native,1995,1995,5128
,Hawaii,American Indian or Alaska Native,1996,1996,5069
,Hawaii,American Indian or Alaska Native,1997,1997,5150
,Hawaii,American Indian or Alaska Native,1998,1998,5032
,Hawaii,American Indian or Alaska Native,1999,1999,4677
,Hawaii,American Indian or Alaska Native,2000,2000,4294
,Hawaii,American Indian or Alaska Native,2001,2001,4733
,Hawaii,American Indian or Alaska Native,2002,2002,5024
,Hawaii,American Indian or Alaska Native,2003,2003,5207
,Hawaii,American Indian or Alaska Native,2004,2004,5369
,Hawaii,American Indian or Alaska Native,2005,2005,5557
,Hawaii,American Indian or Alaska Native,2006,2006,5794
,Hawaii,American Indian or Alaska Native,2007,2007,5728
,Hawaii,American Indian or Alaska Native,2008,2008,5844
,Hawaii,American Indian or Alaska Native,2009,2009,5974
,Hawaii,American Indian or Alaska Native,2010,2010,6048
,Hawaii,American Indian or Alaska Native,2011,2011,6129
,Hawaii,American Indian or Alaska Native,2012,2012,6226
,Hawaii,American Indian or Alaska Native,2013,2013,6379
,Hawaii,American Indian or Alaska Native,2014,2014,6534
,Hawaii,American Indian or Alaska Native,2015,2015,6609
,Hawaii,American Indian or Alaska Native,2016,2016,6546
,Hawaii,American Indian or Alaska Native,2017,2017,6494
,Hawaii,American Indian or Alaska Native,2018,2018,6559
Total,Hawaii,American Indian or Alaska Native,,,162831
,Hawaii,Asian or Pacific Islander,1990,1990,702805
,Hawaii,Asian or Pacific Islander,1991,1991,718182
,Hawaii,Asian or Pacific Islander,1992,1992,733318
,Hawaii,Asian or Pacific Islander,1993,1993,749753
,Hawaii,Asian or Pacific Islander,1994,1994,764954
,Hawaii,Asian or Pacific Islander,1995,1995,777233
,Hawaii,Asian or Pacific Islander,1996,1996,788529
,Hawaii,Asian or Pacific Islander,1997,1997,800027
,Hawaii,Asian or Pacific Islander,1998,1998,808038
,Hawaii,Asian or Pacific Islander,1999,1999,811734
,Hawaii,Asian or Pacific Islander,2000,2000,819877
,Hawaii,Asian or Pacific Islander,2001,2001,823147
,Hawaii,Asian or Pacific Islander,2002,2002,828889
,Hawaii,Asian or Pacific Islander,2003,2003,837056
,Hawaii,Asian or Pacific Islander,2004,2004,852273
,Hawaii,Asian or Pacific Islander,2005,2005,861818
,Hawaii,Asian or Pacific Islander,2006,2006,870882
,Hawaii,Asian or Pacific Islander,2007,2007,879253
,Hawaii,Asian or Pacific Islander,2008,2008,889527
,Hawaii,Asian or Pacific Islander,2009,2009,900614
,Hawaii,Asian or Pacific Islander,2010,2010,912005
,Hawaii,Asian or Pacific Islander,2011,2011,920479
,Hawaii,Asian or Pacific Islander,2012,2012,928063
,Hawaii,Asian or Pacific Islander,2013,2013,933042
,Hawaii,Asian or Pacific Islander,2014,2014,935027
,Hawaii,Asian or Pacific Islander,2015,2015,937880
,Hawaii,Asian or Pacific Islander,2016,2016,941294
,Hawaii,Asian or Pacific Islander,2017,2017,940574
,Hawaii,Asian or Pacific Islander,2018,2018,940001
Total,Hawaii,Asian or Pacific Islander,,,24606274
,Hawaii,Black or African American,1990,1990,27844
,Hawaii,Black or African American,1991,1991,29892
,Hawaii,Black or African American,1992,1992,32746
,Hawaii,Black or African American,1993,1993,32613
,Hawaii,Black or African American,1994,1994,33375
,Hawaii,Black or African American,1995,1995,33451
,Hawaii,Black or African American,1996,1996,33121
,Hawaii,Black or African American,1997,1997,32799
,Hawaii,Black or African American,1998,1998,32631
,Hawaii,Black or African American,1999,1999,31161
,Hawaii,Black or African American,2000,2000,30408
,Hawaii,Black or African American,2001,2001,32533
,Hawaii,Black or African American,2002,2002,33918
,Hawaii,Black or African American,2003,2003,33385
,Hawaii,Black or African American,2004,2004,32914
,Hawaii,Black or African American,2005,2005,33769
,Hawaii,Black or African American,2006,2006,33889
,Hawaii,Black or African American,2007,2007,32822
,Hawaii,Black or African American,2008,2008,33067
,Hawaii,Black or African American,2009,2009,33296
,Hawaii,Black or African American,2010,2010,34146
,Hawaii,Black or African American,2011,2011,36312
,Hawaii,Black or African American,2012,2012,38142
,Hawaii,Black or African American,2013,2013,39387
,Hawaii,Black or African American,2014,2014,40484
,Hawaii,Black or African American,2015,2015,41750
,Hawaii,Black or African American,2016,2016,42865
,Hawaii,Black or African American,2017,2017,43251
,Hawaii,Black or African American,2018,2018,43434
Total,Hawaii,Black or African American,,,1009405
,Hawaii,White,1990,1990,377435
,Hawaii,White,1991,1991,383312
,Hawaii,White,1992,1992,387170
,Hawaii,White,1993,1993,385126
,Hawaii,White,1994,1994,383980
,Hawaii,White,1995,1995,381042
,Hawaii,White,1996,1996,377036
,Hawaii,White,1997,1997,373664
,Hawaii,White,1998,1998,369532
,Hawaii,White,1999,1999,362728
,Hawaii,White,2000,2000,358940
,Hawaii,White,2001,2001,365535
,Hawaii,White,2002,2002,371782
,Hawaii,White,2003,2003,375506
,Hawaii,White,2004,2004,383013
,Hawaii,White,2005,2005,391585
,Hawaii,White,2006,2006,399166
,Hawaii,White,2007,2007,397872
,Hawaii,White,2008,2008,403775
,Hawaii,White,2009,2009,406833
,Hawaii,White,2010,2010,411764
,Hawaii,White,2011,2011,416332
,Hawaii,White,2012,2012,422474
,Hawaii,White,2013,2013,429645
,Hawaii,White,2014,2014,432817
,Hawaii,White,2015,2015,436245
,Hawaii,White,2016,2016,437400
,Hawaii,White,2017,2017,433884
,Hawaii,White,2018,2018,430497
Total,Hawaii,White,,,11486090
Total,Hawaii,,,,37264600
,Idaho,American Indian or Alaska Native,1990,1990,14568
,Idaho,American Indian or Alaska Native,1991,1991,14746
,Idaho,American Indian or Alaska Native,1992,1992,15092
,Idaho,American Indian or Alaska Native,1993,1993,15623
,Idaho,American Indian or Alaska Native,1994,1994,15932
,Idaho,American Indian or Alaska Native,1995,1995,16418
,Idaho,American Indian or Alaska Native,1996,1996,16947
,Idaho,American Indian or Alaska Native,1997,1997,17840
,Idaho,American Indian or Alaska Native,1998,1998,18637
,Idaho,American Indian or Alaska Native,1999,1999,19325
,Idaho,American Indian or Alaska Native,2000,2000,20681
,Idaho,American Indian or Alaska Native,2001,2001,21349
,Idaho,American Indian or Alaska Native,2002,2002,22053
,Idaho,American Indian or Alaska Native,2003,2003,22713
,Idaho,American Indian or Alaska Native,2004,2004,23461
,Idaho,American Indian or Alaska Native,2005,2005,24664
,Idaho,American Indian or Alaska Native,2006,2006,25683
,Idaho,American Indian or Alaska Native,2007,2007,26818
,Idaho,American Indian or Alaska Native,2008,2008,28001
,Idaho,American Indian or Alaska Native,2009,2009,28928
,Idaho,American Indian or Alaska Native,2010,2010,29955
,Idaho,American Indian or Alaska Native,2011,2011,30687
,Idaho,American Indian or Alaska Native,2012,2012,31177
,Idaho,American Indian or Alaska Native,2013,2013,31868
,Idaho,American Indian or Alaska Native,2014,2014,32535
,Idaho,American Indian or Alaska Native,2015,2015,33402
,Idaho,American Indian or Alaska Native,2016,2016,34191
,Idaho,American Indian or Alaska Native,2017,2017,34797
,Idaho,American Indian or Alaska Native,2018,2018,35530
Total,Idaho,American Indian or Alaska Native,,,703621
,Idaho,Asian or Pacific Islander,1990,1990,9335
,Idaho,Asian or Pacific Islander,1991,1991,9659
,Idaho,Asian or Pacific Islander,1992,1992,10123
,Idaho,Asian or Pacific Islander,1993,1993,10572
,Idaho,Asian or Pacific Islander,1994,1994,10925
,Idaho,Asian or Pacific Islander,1995,1995,11592
,Idaho,Asian or Pacific Islander,1996,1996,12121
,Idaho,Asian or Pacific Islander,1997,1997,12755
,Idaho,Asian or Pacific Islander,1998,1998,13447
,Idaho,Asian or Pacific Islander,1999,1999,14097
,Idaho,Asian or Pacific Islander,2000,2000,15465
,Idaho,Asian or Pacific Islander,2001,2001,16356
,Idaho,Asian or Pacific Islander,2002,2002,17102
,Idaho,Asian or Pacific Islander,2003,2003,18102
,Idaho,Asian or Pacific Islander,2004,2004,19138
,Idaho,Asian or Pacific Islander,2005,2005,20513
,Idaho,Asian or Pacific Islander,2006,2006,21828
,Idaho,Asian or Pacific Islander,2007,2007,23410
,Idaho,Asian or Pacific Islander,2008,2008,24332
,Idaho,Asian or Pacific Islander,2009,2009,25292
,Idaho,Asian or Pacific Islander,2010,2010,25904
,Idaho,Asian or Pacific Islander,2011,2011,27018
,Idaho,Asian or Pacific Islander,2012,2012,27831
,Idaho,Asian or Pacific Islander,2013,2013,28589
,Idaho,Asian or Pacific Islander,2014,2014,29648
,Idaho,Asian or Pacific Islander,2015,2015,31204
,Idaho,Asian or Pacific Islander,2016,2016,33169
,Idaho,Asian or Pacific Islander,2017,2017,34724
,Idaho,Asian or Pacific Islander,2018,2018,36349
Total,Idaho,Asian or Pacific Islander,,,590600
,Idaho,Black or African American,1990,1990,3330
,Idaho,Black or African American,1991,1991,3739
,Idaho,Black or African American,1992,1992,4075
,Idaho,Black or African American,1993,1993,4634
,Idaho,Black or African American,1994,1994,4826
,Idaho,Black or African American,1995,1995,5253
,Idaho,Black or African American,1996,1996,5366
,Idaho,Black or African American,1997,1997,5388
,Idaho,Black or African American,1998,1998,5907
,Idaho,Black or African American,1999,1999,6243
,Idaho,Black or African American,2000,2000,7683
,Idaho,Black or African American,2001,2001,8553
,Idaho,Black or African American,2002,2002,9279
,Idaho,Black or African American,2003,2003,9994
,Idaho,Black or African American,2004,2004,10823
,Idaho,Black or African American,2005,2005,11770
,Idaho,Black or African American,2006,2006,12702
,Idaho,Black or African American,2007,2007,13628
,Idaho,Black or African American,2008,2008,14244
,Idaho,Black or African American,2009,2009,15054
,Idaho,Black or African American,2010,2010,15371
,Idaho,Black or African American,2011,2011,16178
,Idaho,Black or African American,2012,2012,16643
,Idaho,Black or African American,2013,2013,17475
,Idaho,Black or African American,2014,2014,18273
,Idaho,Black or African American,2015,2015,19137
,Idaho,Black or African American,2016,2016,20250
,Idaho,Black or African American,2017,2017,21248
,Idaho,Black or African American,2018,2018,22301
Total,Idaho,Black or African American,,,329367
,Idaho,White,1990,1990,985151
,Idaho,White,1991,1991,1013172
,Idaho,White,1992,1992,1042395
,Idaho,White,1993,1993,1077939
,Idaho,White,1994,1994,1113457
,Idaho,White,1995,1995,1144059
,Idaho,White,1996,1996,1168649
,Idaho,White,1997,1997,1192537
,Idaho,White,1998,1998,1214339
,Idaho,White,1999,1999,1236009
,Idaho,White,2000,2000,1255601
,Idaho,White,2001,2001,1273704
,Idaho,White,2002,2002,1291938
,Idaho,White,2003,2003,1312571
,Idaho,White,2004,2004,1338380
,Idaho,White,2005,2005,1371294
,Idaho,White,2006,2006,1408456
,Idaho,White,2007,2007,1441249
,Idaho,White,2008,2008,1467743
,Idaho,White,2009,2009,1485165
,Idaho,White,2010,2010,1499543
,Idaho,White,2011,2011,1509945
,Idaho,White,2012,2012,1519790
,Idaho,White,2013,2013,1533598
,Idaho,White,2014,2014,1551023
,Idaho,White,2015,2015,1567780
,Idaho,White,2016,2016,1595320
,Idaho,White,2017,2017,1628135
,Idaho,White,2018,2018,1660028
Total,Idaho,White,,,38898970
Total,Idaho,,,,40522558
,Illinois,American Indian or Alaska Native,1990,1990,23384
,Illinois,American Indian or Alaska Native,1991,1991,24707
,Illinois,American Indian or Alaska Native,1992,1992,26019
,Illinois,American Indian or Alaska Native,1993,1993,27515
,Illinois,American Indian or Alaska Native,1994,1994,28988
,Illinois,American Indian or Alaska Native,1995,1995,30524
,Illinois,American Indian or Alaska Native,1996,1996,32570
,Illinois,American Indian or Alaska Native,1997,1997,34486
,Illinois,American Indian or Alaska Native,1998,1998,36942
,Illinois,American Indian or Alaska Native,1999,1999,39586
,Illinois,American Indian or Alaska Native,2000,2000,44175
,Illinois,American Indian or Alaska Native,2001,2001,47869
,Illinois,American Indian or Alaska Native,2002,2002,51366
,Illinois,American Indian or Alaska Native,2003,2003,55196
,Illinois,American Indian or Alaska Native,2004,2004,59253
,Illinois,American Indian or Alaska Native,2005,2005,63271
,Illinois,American Indian or Alaska Native,2006,2006,67580
,Illinois,American Indian or Alaska Native,2007,2007,72021
,Illinois,American Indian or Alaska Native,2008,2008,76818
,Illinois,American Indian or Alaska Native,2009,2009,82361
,Illinois,American Indian or Alaska Native,2010,2010,86376
,Illinois,American Indian or Alaska Native,2011,2011,86567
,Illinois,American Indian or Alaska Native,2012,2012,86968
,Illinois,American Indian or Alaska Native,2013,2013,87087
,Illinois,American Indian or Alaska Native,2014,2014,87422
,Illinois,American Indian or Alaska Native,2015,2015,87616
,Illinois,American Indian or Alaska Native,2016,2016,87735
,Illinois,American Indian or Alaska Native,2017,2017,88170
,Illinois,American Indian or Alaska Native,2018,2018,88932
Total,Illinois,American Indian or Alaska Native,,,1711504
,Illinois,Asian or Pacific Islander,1990,1990,295654
,Illinois,Asian or Pacific Islander,1991,1991,311030
,Illinois,Asian or Pacific Islander,1992,1992,327165
,Illinois,Asian or Pacific Islander,1993,1993,343999
,Illinois,Asian or Pacific Islander,1994,1994,360032
,Illinois,Asian or Pacific Islander,1995,1995,375186
,Illinois,Asian or Pacific Islander,1996,1996,391980
,Illinois,Asian or Pacific Islander,1997,1997,408018
,Illinois,Asian or Pacific Islander,1998,1998,425414
,Illinois,Asian or Pacific Islander,1999,1999,444409
,Illinois,Asian or Pacific Islander,2000,2000,465619
,Illinois,Asian or Pacific Islander,2001,2001,484828
,Illinois,Asian or Pacific Islander,2002,2002,503613
,Illinois,Asian or Pacific Islander,2003,2003,521161
,Illinois,Asian or Pacific Islander,2004,2004,538214
,Illinois,Asian or Pacific Islander,2005,2005,555402
,Illinois,Asian or Pacific Islander,2006,2006,574103
,Illinois,Asian or Pacific Islander,2007,2007,594345
,Illinois,Asian or Pacific Islander,2008,2008,612326
,Illinois,Asian or Pacific Islander,2009,2009,629853
,Illinois,Asian or Pacific Islander,2010,2010,645684
,Illinois,Asian or Pacific Islander,2011,2011,667114
,Illinois,Asian or Pacific Islander,2012,2012,688996
,Illinois,Asian or Pacific Islander,2013,2013,711922
,Illinois,Asian or Pacific Islander,2014,2014,729897
,Illinois,Asian or Pacific Islander,2015,2015,746938
,Illinois,Asian or Pacific Islander,2016,2016,760945
,Illinois,Asian or Pacific Islander,2017,2017,777339
,Illinois,Asian or Pacific Islander,2018,2018,794211
Total,Illinois,Asian or Pacific Islander,,,15685397
,Illinois,Black or African American,1990,1990,1711998
,Illinois,Black or African American,1991,1991,1739538
,Illinois,Black or African American,1992,1992,1770909
,Illinois,Black or African American,1993,1993,1801467
,Illinois,Black or African American,1994,1994,1826784
,Illinois,Black or African American,1995,1995,1849927
,Illinois,Black or African American,1996,1996,1868813
,Illinois,Black or African American,1997,1997,1887497
,Illinois,Black or African American,1998,1998,1903979
,Illinois,Black or African American,1999,1999,1923260
,Illinois,Black or African American,2000,2000,1936532
,Illinois,Black or African American,2001,2001,1940249
,Illinois,Black or African American,2002,2002,1942243
,Illinois,Black or African American,2003,2003,1942340
,Illinois,Black or African American,2004,2004,1944473
,Illinois,Black or African American,2005,2005,1944853
,Illinois,Black or African American,2006,2006,1947836
,Illinois,Black or African American,2007,2007,1951157
,Illinois,Black or African American,2008,2008,1955231
,Illinois,Black or African American,2009,2009,1960826
,Illinois,Black or African American,2010,2010,1967255
,Illinois,Black or African American,2011,2011,1968230
,Illinois,Black or African American,2012,2012,1969279
,Illinois,Black or African American,2013,2013,1970414
,Illinois,Black or African American,2014,2014,1968515
,Illinois,Black or African American,2015,2015,1964475
,Illinois,Black or African American,2016,2016,1956138
,Illinois,Black or African American,2017,2017,1946635
,Illinois,Black or African American,2018,2018,1940291
Total,Illinois,Black or African American,,,55401144
,Illinois,White,1990,1990,9422280
,Illinois,White,1991,1991,9493689
,Illinois,White,1992,1992,9570091
,Illinois,White,1993,1993,9636598
,Illinois,White,1994,1994,9696781
,Illinois,White,1995,1995,9752800
,Illinois,White,1996,1996,9808634
,Illinois,White,1997,1997,9855714
,Illinois,White,1998,1998,9905512
,Illinois,White,1999,1999,9951765
,Illinois,White,2000,2000,9987835
,Illinois,White,2001,2001,10015499
,Illinois,White,2002,2002,10028334
,Illinois,White,2003,2003,10037309
,Illinois,White,2004,2004,10047833
,Illinois,White,2005,2005,10046377
,Illinois,White,2006,2006,10054436
,Illinois,White,2007,2007,10078343
,Illinois,White,2008,2008,10102663
,Illinois,White,2009,2009,10123738
,Illinois,White,2010,2010,10141447
,Illinois,White,2011,2011,10145380
,Illinois,White,2012,2012,10138876
,Illinois,White,2013,2013,10128846
,Illinois,White,2014,2014,10103128
,Illinois,White,2015,2015,10065313
,Illinois,White,2016,2016,10022077
,Illinois,White,2017,2017,9974052
,Illinois,White,2018,2018,9917646
Total,Illinois,White,,,288252996
Total,Illinois,,,,361051041
,Indiana,American Indian or Alaska Native,1990,1990,12202
,Indiana,American Indian or Alaska Native,1991,1991,12412
,Indiana,American Indian or Alaska Native,1992,1992,12756
,Indiana,American Indian or Alaska Native,1993,1993,13146
,Indiana,American Indian or Alaska Native,1994,1994,13639
,Indiana,American Indian or Alaska Native,1995,1995,13961
,Indiana,American Indian or Alaska Native,1996,1996,14722
,Indiana,American Indian or Alaska Native,1997,1997,15282
,Indiana,American Indian or Alaska Native,1998,1998,16123
,Indiana,American Indian or Alaska Native,1999,1999,17099
,Indiana,American Indian or Alaska Native,2000,2000,19423
,Indiana,American Indian or Alaska Native,2001,2001,20272
,Indiana,American Indian or Alaska Native,2002,2002,21238
,Indiana,American Indian or Alaska Native,2003,2003,21975
,Indiana,American Indian or Alaska Native,2004,2004,22851
,Indiana,American Indian or Alaska Native,2005,2005,23684
,Indiana,American Indian or Alaska Native,2006,2006,24852
,Indiana,American Indian or Alaska Native,2007,2007,25791
,Indiana,American Indian or Alaska Native,2008,2008,26987
,Indiana,American Indian or Alaska Native,2009,2009,28112
,Indiana,American Indian or Alaska Native,2010,2010,28951
,Indiana,American Indian or Alaska Native,2011,2011,29359
,Indiana,American Indian or Alaska Native,2012,2012,29720
,Indiana,American Indian or Alaska Native,2013,2013,30313
,Indiana,American Indian or Alaska Native,2014,2014,30744
,Indiana,American Indian or Alaska Native,2015,2015,31069
,Indiana,American Indian or Alaska Native,2016,2016,31472
,Indiana,American Indian or Alaska Native,2017,2017,32155
,Indiana,American Indian or Alaska Native,2018,2018,32998
Total,Indiana,American Indian or Alaska Native,,,653308
,Indiana,Asian or Pacific Islander,1990,1990,37989
,Indiana,Asian or Pacific Islander,1991,1991,39622
,Indiana,Asian or Pacific Islander,1992,1992,41583
,Indiana,Asian or Pacific Islander,1993,1993,44124
,Indiana,Asian or Pacific Islander,1994,1994,46542
,Indiana,Asian or Pacific Islander,1995,1995,49472
,Indiana,Asian or Pacific Islander,1996,1996,52776
,Indiana,Asian or Pacific Islander,1997,1997,55340
,Indiana,Asian or Pacific Islander,1998,1998,57988
,Indiana,Asian or Pacific Islander,1999,1999,62772
,Indiana,Asian or Pacific Islander,2000,2000,68820
,Indiana,Asian or Pacific Islander,2001,2001,73286
,Indiana,Asian or Pacific Islander,2002,2002,77917
,Indiana,Asian or Pacific Islander,2003,2003,82932
,Indiana,Asian or Pacific Islander,2004,2004,87942
,Indiana,Asian or Pacific Islander,2005,2005,93447
,Indiana,Asian or Pacific Islander,2006,2006,99018
,Indiana,Asian or Pacific Islander,2007,2007,104153
,Indiana,Asian or Pacific Islander,2008,2008,108824
,Indiana,Asian or Pacific Islander,2009,2009,114215
,Indiana,Asian or Pacific Islander,2010,2010,119551
,Indiana,Asian or Pacific Islander,2011,2011,126898
,Indiana,Asian or Pacific Islander,2012,2012,134916
,Indiana,Asian or Pacific Islander,2013,2013,142459
,Indiana,Asian or Pacific Islander,2014,2014,149704
,Indiana,Asian or Pacific Islander,2015,2015,156422
,Indiana,Asian or Pacific Islander,2016,2016,166379
,Indiana,Asian or Pacific Islander,2017,2017,173718
,Indiana,Asian or Pacific Islander,2018,2018,181775
Total,Indiana,Asian or Pacific Islander,,,2750584
,Indiana,Black or African American,1990,1990,435339
,Indiana,Black or African American,1991,1991,444543
,Indiana,Black or African American,1992,1992,455577
,Indiana,Black or African American,1993,1993,466171
,Indiana,Black or African American,1994,1994,476804
,Indiana,Black or African American,1995,1995,486870
,Indiana,Black or African American,1996,1996,495311
,Indiana,Black or African American,1997,1997,506723
,Indiana,Black or African American,1998,1998,516404
,Indiana,Black or African American,1999,1999,525171
,Indiana,Black or African American,2000,2000,535729
,Indiana,Black or African American,2001,2001,545974
,Indiana,Black or African American,2002,2002,555017
,Indiana,Black or African American,2003,2003,565411
,Indiana,Black or African American,2004,2004,575734
,Indiana,Black or African American,2005,2005,586943
,Indiana,Black or African American,2006,2006,600368
,Indiana,Black or African American,2007,2007,612333
,Indiana,Black or African American,2008,2008,624185
