Notes,State,Race,Yearly July 1st Estimates,Yearly July 1st Estimates Code,Population
,Michigan,Asian or Pacific Islander,2011,2011,278757
,Michigan,Asian or Pacific Islander,2012,2012,290715
,Michigan,Asian or Pacific Islander,2013,2013,303631
,Michigan,Asian or Pacific Islander,2014,2014,316201
,Michigan,Asian or Pacific Islander,2015,2015,327456
,Michigan,Asian or Pacific Islander,2016,2016,341567
,Michigan,Asian or Pacific Islander,2017,2017,354173
,Michigan,Asian or Pacific Islander,2018,2018,366543
Total,Michigan,Asian or Pacific Islander,,,6623464
,Michigan,Black or African American,1990,1990,1302647
,Michigan,Black or African American,1991,1991,1325382
,Michigan,Black or African American,1992,1992,1345171
,Michigan,Black or African American,1993,1993,1364873
,Michigan,Black or African American,1994,1994,1382963
,Michigan,Black or African American,1995,1995,1401822
,Michigan,Black or African American,1996,1996,1416589
,Michigan,Black or African American,1997,1997,1428471
,Michigan,Black or African American,1998,1998,1441513
,Michigan,Black or African American,1999,1999,1455082
,Michigan,Black or African American,2000,2000,1468133
,Michigan,Black or African American,2001,2001,1477489
,Michigan,Black or African American,2002,2002,1483051
,Michigan,Black or African American,2003,2003,1488590
,Michigan,Black or African American,2004,2004,1492884
,Michigan,Black or African American,2005,2005,1494262
,Michigan,Black or African American,2006,2006,1494911
,Michigan,Black or African American,2007,2007,1492428
,Michigan,Black or African American,2008,2008,1485681
,Michigan,Black or African American,2009,2009,1481101
,Michigan,Black or African American,2010,2010,1482836
,Michigan,Black or African American,2011,2011,1484950
,Michigan,Black or African American,2012,2012,1487392
,Michigan,Black or African American,2013,2013,1486926
,Michigan,Black or African American,2014,2014,1488498
,Michigan,Black or African American,2015,2015,1488675
,Michigan,Black or African American,2016,2016,1490668
,Michigan,Black or African American,2017,2017,1493472
,Michigan,Black or African American,2018,2018,1496029
Total,Michigan,Black or African American,,,42122489
,Michigan,White,1990,1990,7844171
,Michigan,White,1991,1991,7902325
,Michigan,White,1992,1992,7954555
,Michigan,White,1993,1993,7988856
,Michigan,White,1994,1994,8020513
,Michigan,White,1995,1995,8068832
,Michigan,White,1996,1996,8123578
,Michigan,White,1997,1997,8150817
,Michigan,White,1998,1998,8166073
,Michigan,White,1999,1999,8186898
,Michigan,White,2000,2000,8212336
,Michigan,White,2001,2001,8230173
,Michigan,White,2002,2002,8237822
,Michigan,White,2003,2003,8245792
,Michigan,White,2004,2004,8246288
,Michigan,White,2005,2005,8231910
,Michigan,White,2006,2006,8208506
,Michigan,White,2007,2007,8170744
,Michigan,White,2008,2008,8118649
,Michigan,White,2009,2009,8073343
,Michigan,White,2010,2010,8041345
,Michigan,White,2011,2011,8031388
,Michigan,White,2012,2012,8031333
,Michigan,White,2013,2013,8034681
,Michigan,White,2014,2014,8036981
,Michigan,White,2015,2015,8026930
,Michigan,White,2016,2016,8029342
,Michigan,White,2017,2017,8037423
,Michigan,White,2018,2018,8041198
Total,Michigan,White,,,234692802
Total,Michigan,,,,285667124
,Minnesota,American Indian or Alaska Native,1990,1990,50315
,Minnesota,American Indian or Alaska Native,1991,1991,51262
,Minnesota,American Indian or Alaska Native,1992,1992,52728
,Minnesota,American Indian or Alaska Native,1993,1993,53765
,Minnesota,American Indian or Alaska Native,1994,1994,54795
,Minnesota,American Indian or Alaska Native,1995,1995,55814
,Minnesota,American Indian or Alaska Native,1996,1996,56585
,Minnesota,American Indian or Alaska Native,1997,1997,57590
,Minnesota,American Indian or Alaska Native,1998,1998,58583
,Minnesota,American Indian or Alaska Native,1999,1999,59955
,Minnesota,American Indian or Alaska Native,2000,2000,62686
,Minnesota,American Indian or Alaska Native,2001,2001,64033
,Minnesota,American Indian or Alaska Native,2002,2002,65300
,Minnesota,American Indian or Alaska Native,2003,2003,66605
,Minnesota,American Indian or Alaska Native,2004,2004,68115
,Minnesota,American Indian or Alaska Native,2005,2005,70018
,Minnesota,American Indian or Alaska Native,2006,2006,71771
,Minnesota,American Indian or Alaska Native,2007,2007,73720
,Minnesota,American Indian or Alaska Native,2008,2008,75748
,Minnesota,American Indian or Alaska Native,2009,2009,76722
,Minnesota,American Indian or Alaska Native,2010,2010,78073
,Minnesota,American Indian or Alaska Native,2011,2011,79791
,Minnesota,American Indian or Alaska Native,2012,2012,81048
,Minnesota,American Indian or Alaska Native,2013,2013,82580
,Minnesota,American Indian or Alaska Native,2014,2014,83582
,Minnesota,American Indian or Alaska Native,2015,2015,84890
,Minnesota,American Indian or Alaska Native,2016,2016,85948
,Minnesota,American Indian or Alaska Native,2017,2017,86967
,Minnesota,American Indian or Alaska Native,2018,2018,88043
Total,Minnesota,American Indian or Alaska Native,,,1997032
,Minnesota,Asian or Pacific Islander,1990,1990,79211
,Minnesota,Asian or Pacific Islander,1991,1991,84394
,Minnesota,Asian or Pacific Islander,1992,1992,91705
,Minnesota,Asian or Pacific Islander,1993,1993,98176
,Minnesota,Asian or Pacific Islander,1994,1994,105046
,Minnesota,Asian or Pacific Islander,1995,1995,112631
,Minnesota,Asian or Pacific Islander,1996,1996,119157
,Minnesota,Asian or Pacific Islander,1997,1997,127894
,Minnesota,Asian or Pacific Islander,1998,1998,136992
,Minnesota,Asian or Pacific Islander,1999,1999,146159
,Minnesota,Asian or Pacific Islander,2000,2000,157285
,Minnesota,Asian or Pacific Islander,2001,2001,165126
,Minnesota,Asian or Pacific Islander,2002,2002,172724
,Minnesota,Asian or Pacific Islander,2003,2003,179550
,Minnesota,Asian or Pacific Islander,2004,2004,186774
,Minnesota,Asian or Pacific Islander,2005,2005,194207
,Minnesota,Asian or Pacific Islander,2006,2006,202595
,Minnesota,Asian or Pacific Islander,2007,2007,211024
,Minnesota,Asian or Pacific Islander,2008,2008,219151
,Minnesota,Asian or Pacific Islander,2009,2009,226790
,Minnesota,Asian or Pacific Islander,2010,2010,234386
,Minnesota,Asian or Pacific Islander,2011,2011,244167
,Minnesota,Asian or Pacific Islander,2012,2012,253030
,Minnesota,Asian or Pacific Islander,2013,2013,261678
,Minnesota,Asian or Pacific Islander,2014,2014,271473
,Minnesota,Asian or Pacific Islander,2015,2015,280744
,Minnesota,Asian or Pacific Islander,2016,2016,290807
,Minnesota,Asian or Pacific Islander,2017,2017,299637
,Minnesota,Asian or Pacific Islander,2018,2018,308651
Total,Minnesota,Asian or Pacific Islander,,,5461164
,Minnesota,Black or African American,1990,1990,96863
,Minnesota,Black or African American,1991,1991,102578
,Minnesota,Black or African American,1992,1992,111100
,Minnesota,Black or African American,1993,1993,119757
,Minnesota,Black or African American,1994,1994,129044
,Minnesota,Black or African American,1995,1995,138084
,Minnesota,Black or African American,1996,1996,147109
,Minnesota,Black or African American,1997,1997,157212
,Minnesota,Black or African American,1998,1998,169213
,Minnesota,Black or African American,1999,1999,182425
,Minnesota,Black or African American,2000,2000,196652
,Minnesota,Black or African American,2001,2001,208738
,Minnesota,Black or African American,2002,2002,219791
,Minnesota,Black or African American,2003,2003,231089
,Minnesota,Black or African American,2004,2004,242890
,Minnesota,Black or African American,2005,2005,254634
,Minnesota,Black or African American,2006,2006,268698
,Minnesota,Black or African American,2007,2007,282436
,Minnesota,Black or African American,2008,2008,294544
,Minnesota,Black or African American,2009,2009,304750
,Minnesota,Black or African American,2010,2010,314138
,Minnesota,Black or African American,2011,2011,324854
,Minnesota,Black or African American,2012,2012,334682
,Minnesota,Black or African American,2013,2013,346332
,Minnesota,Black or African American,2014,2014,360541
,Minnesota,Black or African American,2015,2015,375156
,Minnesota,Black or African American,2016,2016,392487
,Minnesota,Black or African American,2017,2017,408369
,Minnesota,Black or African American,2018,2018,423054
Total,Minnesota,Black or African American,,,7137220
,Minnesota,White,1990,1990,4163468
,Minnesota,White,1991,1991,4202625
,Minnesota,White,1992,1992,4240039
,Minnesota,White,1993,1993,4284256
,Minnesota,White,1994,1994,4321470
,Minnesota,White,1995,1995,4353651
,Minnesota,White,1996,1996,4389976
,Minnesota,White,1997,1997,4420694
,Minnesota,White,1998,1998,4448624
,Minnesota,White,1999,1999,4484942
,Minnesota,White,2000,2000,4517069
,Minnesota,White,2001,2001,4544899
,Minnesota,White,2002,2002,4561120
,Minnesota,White,2003,2003,4576328
,Minnesota,White,2004,2004,4589934
,Minnesota,White,2005,2005,4600739
,Minnesota,White,2006,2006,4620491
,Minnesota,White,2007,2007,4640023
,Minnesota,White,2008,2008,4657575
,Minnesota,White,2009,2009,4672941
,Minnesota,White,2010,2010,4684246
,Minnesota,White,2011,2011,4696856
,Minnesota,White,2012,2012,4707790
,Minnesota,White,2013,2013,4723103
,Minnesota,White,2014,2014,4735926
,Minnesota,White,2015,2015,4741713
,Minnesota,White,2016,2016,4754167
,Minnesota,White,2017,2017,4773182
,Minnesota,White,2018,2018,4791431
Total,Minnesota,White,,,131899278
Total,Minnesota,,,,146494694
,Mississippi,American Indian or Alaska Native,1990,1990,7898
,Mississippi,American Indian or Alaska Native,1991,1991,7877
,Mississippi,American Indian or Alaska Native,1992,1992,8093
,Mississippi,American Indian or Alaska Native,1993,1993,8634
,Mississippi,American Indian or Alaska Native,1994,1994,8738
,Mississippi,American Indian or Alaska Native,1995,1995,8935
,Mississippi,American Indian or Alaska Native,1996,1996,9340
,Mississippi,American Indian or Alaska Native,1997,1997,9644
,Mississippi,American Indian or Alaska Native,1998,1998,10138
,Mississippi,American Indian or Alaska Native,1999,1999,10521
,Mississippi,American Indian or Alaska Native,2000,2000,12381
,Mississippi,American Indian or Alaska Native,2001,2001,12915
,Mississippi,American Indian or Alaska Native,2002,2002,13412
,Mississippi,American Indian or Alaska Native,2003,2003,13982
,Mississippi,American Indian or Alaska Native,2004,2004,14595
,Mississippi,American Indian or Alaska Native,2005,2005,15124
,Mississippi,American Indian or Alaska Native,2006,2006,15686
,Mississippi,American Indian or Alaska Native,2007,2007,16153
,Mississippi,American Indian or Alaska Native,2008,2008,16752
,Mississippi,American Indian or Alaska Native,2009,2009,17199
,Mississippi,American Indian or Alaska Native,2010,2010,17594
,Mississippi,American Indian or Alaska Native,2011,2011,17756
,Mississippi,American Indian or Alaska Native,2012,2012,18007
,Mississippi,American Indian or Alaska Native,2013,2013,18252
,Mississippi,American Indian or Alaska Native,2014,2014,18504
,Mississippi,American Indian or Alaska Native,2015,2015,18732
,Mississippi,American Indian or Alaska Native,2016,2016,18961
,Mississippi,American Indian or Alaska Native,2017,2017,19244
,Mississippi,American Indian or Alaska Native,2018,2018,19350
Total,Mississippi,American Indian or Alaska Native,,,404417
,Mississippi,Asian or Pacific Islander,1990,1990,12546
,Mississippi,Asian or Pacific Islander,1991,1991,12723
,Mississippi,Asian or Pacific Islander,1992,1992,13180
,Mississippi,Asian or Pacific Islander,1993,1993,14043
,Mississippi,Asian or Pacific Islander,1994,1994,14562
,Mississippi,Asian or Pacific Islander,1995,1995,15498
,Mississippi,Asian or Pacific Islander,1996,1996,16362
,Mississippi,Asian or Pacific Islander,1997,1997,17295
,Mississippi,Asian or Pacific Islander,1998,1998,17874
,Mississippi,Asian or Pacific Islander,1999,1999,18799
,Mississippi,Asian or Pacific Islander,2000,2000,21209
,Mississippi,Asian or Pacific Islander,2001,2001,21868
,Mississippi,Asian or Pacific Islander,2002,2002,22779
,Mississippi,Asian or Pacific Islander,2003,2003,23693
,Mississippi,Asian or Pacific Islander,2004,2004,24826
,Mississippi,Asian or Pacific Islander,2005,2005,25950
,Mississippi,Asian or Pacific Islander,2006,2006,26234
,Mississippi,Asian or Pacific Islander,2007,2007,27414
,Mississippi,Asian or Pacific Islander,2008,2008,28439
,Mississippi,Asian or Pacific Islander,2009,2009,29588
,Mississippi,Asian or Pacific Islander,2010,2010,30378
,Mississippi,Asian or Pacific Islander,2011,2011,31579
,Mississippi,Asian or Pacific Islander,2012,2012,32031
,Mississippi,Asian or Pacific Islander,2013,2013,33291
,Mississippi,Asian or Pacific Islander,2014,2014,34315
,Mississippi,Asian or Pacific Islander,2015,2015,35310
,Mississippi,Asian or Pacific Islander,2016,2016,35516
,Mississippi,Asian or Pacific Islander,2017,2017,36178
,Mississippi,Asian or Pacific Islander,2018,2018,36705
Total,Mississippi,Asian or Pacific Islander,,,710185
,Mississippi,Black or African American,1990,1990,918137
,Mississippi,Black or African American,1991,1991,931092
,Mississippi,Black or African American,1992,1992,946494
,Mississippi,Black or African American,1993,1993,961894
,Mississippi,Black or African American,1994,1994,977069
,Mississippi,Black or African American,1995,1995,992365
,Mississippi,Black or African American,1996,1996,1004313
,Mississippi,Black or African American,1997,1997,1016239
,Mississippi,Black or African American,1998,1998,1028123
,Mississippi,Black or African American,1999,1999,1038253
,Mississippi,Black or African American,2000,2000,1043359
,Mississippi,Black or African American,2001,2001,1046375
,Mississippi,Black or African American,2002,2002,1049194
,Mississippi,Black or African American,2003,2003,1053803
,Mississippi,Black or African American,2004,2004,1062637
,Mississippi,Black or African American,2005,2005,1070369
,Mississippi,Black or African American,2006,2006,1080399
,Mississippi,Black or African American,2007,2007,1092496
,Mississippi,Black or African American,2008,2008,1103216
,Mississippi,Black or African American,2009,2009,1108721
,Mississippi,Black or African American,2010,2010,1117460
,Mississippi,Black or African American,2011,2011,1123348
,Mississippi,Black or African American,2012,2012,1127827
,Mississippi,Black or African American,2013,2013,1133488
,Mississippi,Black or African American,2014,2014,1137447
,Mississippi,Black or African American,2015,2015,1139893
,Mississippi,Black or African American,2016,2016,1142910
,Mississippi,Black or African American,2017,2017,1145377
,Mississippi,Black or African American,2018,2018,1145398
Total,Mississippi,Black or African American,,,30737696
,Mississippi,White,1990,1990,1640316
,Mississippi,White,1991,1991,1647041
,Mississippi,White,1992,1992,1655967
,Mississippi,White,1993,1993,1670529
,Mississippi,White,1994,1994,1688623
,Mississippi,White,1995,1995,1705861
,Mississippi,White,1996,1996,1718070
,Mississippi,White,1997,1997,1733826
,Mississippi,White,1998,1998,1748699
,Mississippi,White,1999,1999,1760835
,Mississippi,White,2000,2000,1771404
,Mississippi,White,2001,2001,1771836
,Mississippi,White,2002,2002,1773296
,Mississippi,White,2003,2003,1776834
,Mississippi,White,2004,2004,1786952
,Mississippi,White,2005,2005,1794500
,Mississippi,White,2006,2006,1782659
,Mississippi,White,2007,2007,1792287
,Mississippi,White,2008,2008,1799399
,Mississippi,White,2009,2009,1803266
,Mississippi,White,2010,2010,1805104
,Mississippi,White,2011,2011,1805787
,Mississippi,White,2012,2012,1805902
,Mississippi,White,2013,2013,1803766
,Mississippi,White,2014,2014,1800357
,Mississippi,White,2015,2015,1794758
,Mississippi,White,2016,2016,1790911
,Mississippi,White,2017,2017,1788864
,Mississippi,White,2018,2018,1785077
Total,Mississippi,White,,,51002726
Total,Mississippi,,,,82855024
,Missouri,American Indian or Alaska Native,1990,1990,19470
,Missouri,American Indian or Alaska Native,1991,1991,19880
,Missouri,American Indian or Alaska Native,1992,1992,20727
,Missouri,American Indian or Alaska Native,1993,1993,21612
,Missouri,American Indian or Alaska Native,1994,1994,22437
,Missouri,American Indian or Alaska Native,1995,1995,23209
,Missouri,American Indian or Alaska Native,1996,1996,24438
,Missouri,American Indian or Alaska Native,1997,1997,25548
,Missouri,American Indian or Alaska Native,1998,1998,26717
,Missouri,American Indian or Alaska Native,1999,1999,27852
,Missouri,American Indian or Alaska Native,2000,2000,31542
,Missouri,American Indian or Alaska Native,2001,2001,32290
,Missouri,American Indian or Alaska Native,2002,2002,32762
,Missouri,American Indian or Alaska Native,2003,2003,33409
,Missouri,American Indian or Alaska Native,2004,2004,34237
,Missouri,American Indian or Alaska Native,2005,2005,34909
,Missouri,American Indian or Alaska Native,2006,2006,35654
,Missouri,American Indian or Alaska Native,2007,2007,36498
,Missouri,American Indian or Alaska Native,2008,2008,37457
,Missouri,American Indian or Alaska Native,2009,2009,38256
,Missouri,American Indian or Alaska Native,2010,2010,39034
,Missouri,American Indian or Alaska Native,2011,2011,39651
,Missouri,American Indian or Alaska Native,2012,2012,40302
,Missouri,American Indian or Alaska Native,2013,2013,40817
,Missouri,American Indian or Alaska Native,2014,2014,41716
,Missouri,American Indian or Alaska Native,2015,2015,42402
,Missouri,American Indian or Alaska Native,2016,2016,43110
,Missouri,American Indian or Alaska Native,2017,2017,43958
,Missouri,American Indian or Alaska Native,2018,2018,44429
Total,Missouri,American Indian or Alaska Native,,,954323
,Missouri,Asian or Pacific Islander,1990,1990,41583
,Missouri,Asian or Pacific Islander,1991,1991,44034
,Missouri,Asian or Pacific Islander,1992,1992,47224
,Missouri,Asian or Pacific Islander,1993,1993,50000
,Missouri,Asian or Pacific Islander,1994,1994,52547
,Missouri,Asian or Pacific Islander,1995,1995,55093
,Missouri,Asian or Pacific Islander,1996,1996,58552
,Missouri,Asian or Pacific Islander,1997,1997,61248
,Missouri,Asian or Pacific Islander,1998,1998,63890
,Missouri,Asian or Pacific Islander,1999,1999,67104
,Missouri,Asian or Pacific Islander,2000,2000,73199
,Missouri,Asian or Pacific Islander,2001,2001,77246
,Missouri,Asian or Pacific Islander,2002,2002,81665
,Missouri,Asian or Pacific Islander,2003,2003,85814
,Missouri,Asian or Pacific Islander,2004,2004,90446
,Missouri,Asian or Pacific Islander,2005,2005,95260
,Missouri,Asian or Pacific Islander,2006,2006,100398
,Missouri,Asian or Pacific Islander,2007,2007,104971
,Missouri,Asian or Pacific Islander,2008,2008,109200
,Missouri,Asian or Pacific Islander,2009,2009,113258
,Missouri,Asian or Pacific Islander,2010,2010,118074
,Missouri,Asian or Pacific Islander,2011,2011,122957
,Missouri,Asian or Pacific Islander,2012,2012,126427
,Missouri,Asian or Pacific Islander,2013,2013,129882
,Missouri,Asian or Pacific Islander,2014,2014,134203
,Missouri,Asian or Pacific Islander,2015,2015,139188
,Missouri,Asian or Pacific Islander,2016,2016,142364
,Missouri,Asian or Pacific Islander,2017,2017,148083
,Missouri,Asian or Pacific Islander,2018,2018,153584
Total,Missouri,Asian or Pacific Islander,,,2687494
,Missouri,Black or African American,1990,1990,551614
,Missouri,Black or African American,1991,1991,560523
,Missouri,Black or African American,1992,1992,570748
,Missouri,Black or African American,1993,1993,582279
,Missouri,Black or African American,1994,1994,593401
,Missouri,Black or African American,1995,1995,603017
,Missouri,Black or African American,1996,1996,613411
,Missouri,Black or African American,1997,1997,624475
,Missouri,Black or African American,1998,1998,633777
,Missouri,Black or African American,1999,1999,642019
,Missouri,Black or African American,2000,2000,652894
,Missouri,Black or African American,2001,2001,661223
,Missouri,Black or African American,2002,2002,669160
,Missouri,Black or African American,2003,2003,676844
,Missouri,Black or African American,2004,2004,685468
,Missouri,Black or African American,2005,2005,694231
,Missouri,Black or African American,2006,2006,704464
,Missouri,Black or African American,2007,2007,712454
,Missouri,Black or African American,2008,2008,719723
,Missouri,Black or African American,2009,2009,728187
,Missouri,Black or African American,2010,2010,736329
,Missouri,Black or African American,2011,2011,740611
,Missouri,Black or African American,2012,2012,745249
,Missouri,Black or African American,2013,2013,750945
,Missouri,Black or African American,2014,2014,755573
,Missouri,Black or African American,2015,2015,760133
,Missouri,Black or African American,2016,2016,764501
,Missouri,Black or African American,2017,2017,768378
,Missouri,Black or African American,2018,2018,772024
Total,Missouri,Black or African American,,,19673655
,Missouri,White,1990,1990,4516213
,Missouri,White,1991,1991,4546363
,Missouri,White,1992,1992,4578402
,Missouri,White,1993,1993,4617284
,Missouri,White,1994,1994,4656112
,Missouri,White,1995,1995,4696928
,Missouri,White,1996,1996,4735152
,Missouri,White,1997,1997,4769922
,Missouri,White,1998,1998,4797381
,Missouri,White,1999,1999,4824973
,Missouri,White,2000,2000,4849650
,Missouri,White,2001,2001,4870383
,Missouri,White,2002,2002,4891238
,Missouri,White,2003,2003,4913336
,Missouri,White,2004,2004,4937590
,Missouri,White,2005,2005,4965900
,Missouri,White,2006,2006,5002188
,Missouri,White,2007,2007,5033689
,Missouri,White,2008,2008,5057536
,Missouri,White,2009,2009,5081387
,Missouri,White,2010,2010,5102539
,Missouri,White,2011,2011,5106422
,Missouri,White,2012,2012,5112103
,Missouri,White,2013,2013,5119014
,Missouri,White,2014,2014,5124801
,Missouri,White,2015,2015,5130022
,Missouri,White,2016,2016,5137228
,Missouri,White,2017,2017,5148193
,Missouri,White,2018,2018,5156415
Total,Missouri,White,,,142478364
Total,Missouri,,,,165793836
,Montana,American Indian or Alaska Native,1990,1990,47757
,Montana,American Indian or Alaska Native,1991,1991,49066
,Montana,American Indian or Alaska Native,1992,1992,49792
,Montana,American Indian or Alaska Native,1993,1993,50708
,Montana,American Indian or Alaska Native,1994,1994,52229
,Montana,American Indian or Alaska Native,1995,1995,53474
,Montana,American Indian or Alaska Native,1996,1996,54548
,Montana,American Indian or Alaska Native,1997,1997,55685
,Montana,American Indian or Alaska Native,1998,1998,56890
,Montana,American Indian or Alaska Native,1999,1999,58604
,Montana,American Indian or Alaska Native,2000,2000,60082
,Montana,American Indian or Alaska Native,2001,2001,60827
,Montana,American Indian or Alaska Native,2002,2002,61507
,Montana,American Indian or Alaska Native,2003,2003,62325
,Montana,American Indian or Alaska Native,2004,2004,63172
,Montana,American Indian or Alaska Native,2005,2005,64369
,Montana,American Indian or Alaska Native,2006,2006,65146
,Montana,American Indian or Alaska Native,2007,2007,66288
,Montana,American Indian or Alaska Native,2008,2008,67202
,Montana,American Indian or Alaska Native,2009,2009,68342
,Montana,American Indian or Alaska Native,2010,2010,69469
,Montana,American Indian or Alaska Native,2011,2011,70608
,Montana,American Indian or Alaska Native,2012,2012,71763
,Montana,American Indian or Alaska Native,2013,2013,73063
,Montana,American Indian or Alaska Native,2014,2014,74183
,Montana,American Indian or Alaska Native,2015,2015,75031
,Montana,American Indian or Alaska Native,2016,2016,75929
,Montana,American Indian or Alaska Native,2017,2017,76956
,Montana,American Indian or Alaska Native,2018,2018,77367
Total,Montana,American Indian or Alaska Native,,,1832382
,Montana,Asian or Pacific Islander,1990,1990,3835
,Montana,Asian or Pacific Islander,1991,1991,3943
,Montana,Asian or Pacific Islander,1992,1992,4088
,Montana,Asian or Pacific Islander,1993,1993,4215
,Montana,Asian or Pacific Islander,1994,1994,4317
,Montana,Asian or Pacific Islander,1995,1995,4482
,Montana,Asian or Pacific Islander,1996,1996,4607
,Montana,Asian or Pacific Islander,1997,1997,4652
,Montana,Asian or Pacific Islander,1998,1998,4843
,Montana,Asian or Pacific Islander,1999,1999,5013
,Montana,Asian or Pacific Islander,2000,2000,5846
,Montana,Asian or Pacific Islander,2001,2001,6183
,Montana,Asian or Pacific Islander,2002,2002,6342
,Montana,Asian or Pacific Islander,2003,2003,6496
,Montana,Asian or Pacific Islander,2004,2004,6809
,Montana,Asian or Pacific Islander,2005,2005,6973
,Montana,Asian or Pacific Islander,2006,2006,7265
,Montana,Asian or Pacific Islander,2007,2007,7519
,Montana,Asian or Pacific Islander,2008,2008,7749
,Montana,Asian or Pacific Islander,2009,2009,8103
,Montana,Asian or Pacific Islander,2010,2010,8212
,Montana,Asian or Pacific Islander,2011,2011,8725
,Montana,Asian or Pacific Islander,2012,2012,8983
,Montana,Asian or Pacific Islander,2013,2013,9865
,Montana,Asian or Pacific Islander,2014,2014,10278
,Montana,Asian or Pacific Islander,2015,2015,10637
,Montana,Asian or Pacific Islander,2016,2016,11251
,Montana,Asian or Pacific Islander,2017,2017,11699
,Montana,Asian or Pacific Islander,2018,2018,12157
Total,Montana,Asian or Pacific Islander,,,205087
,Montana,Black or African American,1990,1990,2200
,Montana,Black or African American,1991,1991,2269
,Montana,Black or African American,1992,1992,2321
,Montana,Black or African American,1993,1993,2548
,Montana,Black or African American,1994,1994,2666
,Montana,Black or African American,1995,1995,2769
,Montana,Black or African American,1996,1996,2929
,Montana,Black or African American,1997,1997,2910
,Montana,Black or African American,1998,1998,3034
,Montana,Black or African American,1999,1999,3110
,Montana,Black or African American,2000,2000,4056
,Montana,Black or African American,2001,2001,4510
,Montana,Black or African American,2002,2002,4845
,Montana,Black or African American,2003,2003,5223
,Montana,Black or African American,2004,2004,5611
,Montana,Black or African American,2005,2005,5844
,Montana,Black or African American,2006,2006,6227
,Montana,Black or African American,2007,2007,6460
,Montana,Black or African American,2008,2008,6665
,Montana,Black or African American,2009,2009,6917
,Montana,Black or African American,2010,2010,7098
,Montana,Black or African American,2011,2011,7918
,Montana,Black or African American,2012,2012,8579
,Montana,Black or African American,2013,2013,8754
,Montana,Black or African American,2014,2014,8977
,Montana,Black or African American,2015,2015,9273
,Montana,Black or African American,2016,2016,9642
,Montana,Black or African American,2017,2017,10069
,Montana,Black or African American,2018,2018,10321
Total,Montana,Black or African American,,,163745
,Montana,White,1990,1990,746412
,Montana,White,1991,1991,754402
,Montana,White,1992,1992,769569
,Montana,White,1993,1993,787290
,Montana,White,1994,1994,802094
,Montana,White,1995,1995,815828
,Montana,White,1996,1996,824170
,Montana,White,1997,1997,826618
,Montana,White,1998,1998,827664
,Montana,White,1999,1999,830780
,Montana,White,2000,2000,833789
,Montana,White,2001,2001,835441
,Montana,White,2002,2002,838973
,Montana,White,2003,2003,845586
,Montana,White,2004,2004,854417
,Montana,White,2005,2005,862916
,Montana,White,2006,2006,874054
,Montana,White,2007,2007,884439
,Montana,White,2008,2008,894799
,Montana,White,2009,2009,900620
,Montana,White,2010,2010,905943
,Montana,White,2011,2011,909970
,Montana,White,2012,2012,914429
,Montana,White,2013,2013,921882
,Montana,White,2014,2014,928453
,Montana,White,2015,2015,935562
,Montana,White,2016,2016,944041
,Montana,White,2017,2017,954366
,Montana,White,2018,2018,962460
Total,Montana,White,,,24986967
Total,Montana,,,,27188181
,Nebraska,American Indian or Alaska Native,1990,1990,12211
,Nebraska,American Indian or Alaska Native,1991,1991,12231
,Nebraska,American Indian or Alaska Native,1992,1992,12645
,Nebraska,American Indian or Alaska Native,1993,1993,13112
,Nebraska,American Indian or Alaska Native,1994,1994,13414
,Nebraska,American Indian or Alaska Native,1995,1995,13885
,Nebraska,American Indian or Alaska Native,1996,1996,14264
,Nebraska,American Indian or Alaska Native,1997,1997,14534
,Nebraska,American Indian or Alaska Native,1998,1998,14762
,Nebraska,American Indian or Alaska Native,1999,1999,15408
,Nebraska,American Indian or Alaska Native,2000,2000,16992
,Nebraska,American Indian or Alaska Native,2001,2001,17791
,Nebraska,American Indian or Alaska Native,2002,2002,18469
,Nebraska,American Indian or Alaska Native,2003,2003,19226
,Nebraska,American Indian or Alaska Native,2004,2004,20080
,Nebraska,American Indian or Alaska Native,2005,2005,21032
,Nebraska,American Indian or Alaska Native,2006,2006,22180
,Nebraska,American Indian or Alaska Native,2007,2007,23161
,Nebraska,American Indian or Alaska Native,2008,2008,24651
,Nebraska,American Indian or Alaska Native,2009,2009,25202
,Nebraska,American Indian or Alaska Native,2010,2010,26037
,Nebraska,American Indian or Alaska Native,2011,2011,26765
,Nebraska,American Indian or Alaska Native,2012,2012,27404
,Nebraska,American Indian or Alaska Native,2013,2013,28051
,Nebraska,American Indian or Alaska Native,2014,2014,29030
,Nebraska,American Indian or Alaska Native,2015,2015,29959
,Nebraska,American Indian or Alaska Native,2016,2016,30802
,Nebraska,American Indian or Alaska Native,2017,2017,31288
,Nebraska,American Indian or Alaska Native,2018,2018,31622
Total,Nebraska,American Indian or Alaska Native,,,606208
,Nebraska,Asian or Pacific Islander,1990,1990,12295
,Nebraska,Asian or Pacific Islander,1991,1991,12948
,Nebraska,Asian or Pacific Islander,1992,1992,14183
,Nebraska,Asian or Pacific Islander,1993,1993,15656
,Nebraska,Asian or Pacific Islander,1994,1994,16474
,Nebraska,Asian or Pacific Islander,1995,1995,18221
,Nebraska,Asian or Pacific Islander,1996,1996,19790
,Nebraska,Asian or Pacific Islander,1997,1997,20651
,Nebraska,Asian or Pacific Islander,1998,1998,21392
,Nebraska,Asian or Pacific Islander,1999,1999,22594
,Nebraska,Asian or Pacific Islander,2000,2000,25275
,Nebraska,Asian or Pacific Islander,2001,2001,26442
